Action,Property Name,Airtable ID,Check-in,Check-out,Entry Type,UID,Source,Status,Last Updated,Has HCP Job
DROP,Mayes [] 2824 N 82nd St Scottsdale,43605,2025-06-07,2025-06-08,Reservation,13b46bb6-fb53-43c4-b776-75397975e34c_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43582,2025-06-07,2025-06-08,Reservation,b3f85fb1-5555-4965-8045-781666115601_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43559,2025-06-07,2025-06-08,Reservation,55ad8482-2af7-40d1-b37f-b05d406610d8_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43535,2025-06-07,2025-06-08,Reservation,e86ac733-5004-4bbb-bd9b-b480eec0e13c_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43513,2025-06-07,2025-06-08,Reservation,b5740560-3931-432b-bad4-5140d715a7be_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43490,2025-06-07,2025-06-08,Reservation,26397346-1825-4634-9c13-1b1e3a18de89_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43445,2025-06-07,2025-06-08,Reservation,5d8d10a5-71a0-4870-aa46-ce6fd6b76b11_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43418,2025-06-07,2025-06-08,Reservation,174e0aec-d409-493e-9429-ce6680ef0907_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43395,2025-06-07,2025-06-08,Reservation,864b0f81-b63c-41fe-9ee2-90d0e736b67b_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43372,2025-06-07,2025-06-08,Reservation,32f93d8b-cd02-4450-b621-ca4551729871_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43348,2025-06-07,2025-06-08,Reservation,0e49a613-3937-47f4-97d0-9e8538b22cd5_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43326,2025-06-07,2025-06-08,Reservation,daba00ba-edb3-4c1d-b692-9b0678b18471_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43301,2025-06-07,2025-06-08,Reservation,57acb993-5854-4a5d-b62a-749a27952e21_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43280,2025-06-07,2025-06-08,Reservation,5f1e5a53-a229-4374-bad2-3d477584a8bc_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43257,2025-06-07,2025-06-08,Reservation,481595f6-7ea1-44bd-8382-74b930b4ff91_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43236,2025-06-07,2025-06-08,Reservation,3839dd89-25c5-4e97-b982-78b09e5c29dd_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43215,2025-06-07,2025-06-08,Reservation,736cf3ae-d502-414b-9f5f-530c8b59aba0_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43194,2025-06-07,2025-06-08,Reservation,c645e4f8-f9f6-4b70-8e49-2bbe17fb2c24_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43173,2025-06-07,2025-06-08,Reservation,26225b3b-29ec-42a1-a765-c1d88cad9f84_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43152,2025-06-07,2025-06-08,Reservation,028ef86d-dfc9-41e3-b6b1-98e8ec516656_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43130,2025-06-07,2025-06-08,Reservation,2f188ddc-721d-46a9-bc0d-cec0115a6b06_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43104,2025-06-07,2025-06-08,Reservation,6a221361-9458-47bc-a614-b98451ace5a9_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43084,2025-06-07,2025-06-08,Reservation,acd607a6-b1d6-4a25-96c1-9ffb3f701d25_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43063,2025-06-07,2025-06-08,Reservation,5afde91d-695e-4c1f-a6d4-4c06a171d2c2_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43046,2025-06-07,2025-06-08,Reservation,4aa111e9-f68a-4368-b8d2-b8264390f1bd_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43030,2025-06-07,2025-06-08,Reservation,305593ed-f213-468e-bfed-d51adf5a69eb_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43018,2025-06-07,2025-06-08,Reservation,6c5e7a01-ce9b-40aa-952f-9305295b8f49_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43006,2025-06-07,2025-06-08,Reservation,4044f655-7391-4cae-b8a0-4ddaf71e1a7c_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42990,2025-06-07,2025-06-08,Reservation,e94d0e80-653a-4b38-8dd9-c17a8ef96ad5_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42975,2025-06-07,2025-06-08,Reservation,c3859091-6c14-43b7-ad12-d45f36e08877_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42963,2025-06-07,2025-06-08,Reservation,b81ff685-40e7-43a6-98c5-79cd5e1e04a5_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42949,2025-06-07,2025-06-08,Reservation,42562126-03d3-4173-b3cf-af8ae332ffe7_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42937,2025-06-07,2025-06-08,Reservation,406e07df-983f-40a0-a379-9d9a532ff93e_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42918,2025-06-07,2025-06-08,Reservation,0b6c7341-bd83-4bc5-aae3-61ed2fb7d7c3_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42890,2025-06-07,2025-06-08,Reservation,b43736da-9eb0-4ebd-9f21-25dfe04f1bc3_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42865,2025-06-07,2025-06-08,Reservation,c87a468f-a7ef-4f1c-9133-e8782e1673ce_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42843,2025-06-07,2025-06-08,Reservation,33472346-2954-4472-ad09-7477a677dd9c_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42822,2025-06-07,2025-06-08,Reservation,06c520ff-6d79-4f1d-a9b5-2df4bd586f9b_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42801,2025-06-07,2025-06-08,Reservation,5cd3d309-f62f-4ec9-bdbe-a25d0049a84c_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42780,2025-06-07,2025-06-08,Reservation,2237cfe4-6c58-4218-9e6e-9cc6bf16c9cc_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42757,2025-06-07,2025-06-08,Reservation,a0cfc789-698b-4ab6-8159-789b66380adb_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42740,2025-06-07,2025-06-08,Reservation,074af020-c1d5-4fdb-988d-37c4ef1bd699_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42719,2025-06-07,2025-06-08,Reservation,a6a99a00-0450-4b0f-a974-96faf83ea923_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42676,2025-06-07,2025-06-08,Reservation,278f62ab-7fd1-46e6-bf9f-ef77d9134048_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42651,2025-06-07,2025-06-08,Reservation,1a9dce6e-e230-4f29-b26e-767b3028a9de_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42629,2025-06-07,2025-06-08,Reservation,415c5800-932d-4632-8967-f100cf3e2f0d_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42606,2025-06-07,2025-06-08,Reservation,16682b0e-3bf3-4362-b58e-763e7c8f1e5f_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42583,2025-06-07,2025-06-08,Reservation,9ed398af-ce2e-441e-8aee-56f6f570350d_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42441,2025-06-07,2025-06-08,Reservation,ee5b804f-d806-4014-9b00-471ba09af406_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42422,2025-06-07,2025-06-08,Reservation,5cef0331-29f7-4ff4-9b42-9c28ebd5dfbd_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42290,2025-06-07,2025-06-08,Reservation,37d4cd50-16b7-41c9-9c95-ad0f32a6f814_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42218,2025-06-07,2025-06-08,Reservation,b2b3dc0a-f0e6-420b-a405-4e6035f02b43_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42168,2025-06-07,2025-06-08,Reservation,698fd8ef-4f17-419d-8943-6333704ea4e9_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
KEEP,Mayes [] 2824 N 82nd St Scottsdale,40899,2025-05-22,2025-05-25,Reservation,85671e6d-bc64-4ddc-815f-bdbb477b7002_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-18T06:02:52.000Z,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43830,2025-05-22,2025-05-25,Reservation,ce3955be-64bd-4877-825a-9cd0d35d07fe_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43806,2025-05-22,2025-05-25,Reservation,f6093147-f511-4b3c-821d-dca35fa23678_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43780,2025-05-22,2025-05-25,Reservation,f99c419e-4521-4ea4-bbe7-be05b5a688a2_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43754,2025-05-22,2025-05-25,Reservation,d5cb1d7b-304b-4d4c-b367-8930441f401c_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43731,2025-05-22,2025-05-25,Reservation,77a4991c-bf69-492c-83a4-a09ab0605d8f_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43708,2025-05-22,2025-05-25,Reservation,90f4a146-49fd-47f8-b75c-019706f3273a_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43682,2025-05-22,2025-05-25,Reservation,02bd9a44-9334-4c52-98e5-e8eb22f279bd_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43659,2025-05-22,2025-05-25,Reservation,f1febe0c-7a86-42e5-9112-f4e539cd9a07_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43627,2025-05-22,2025-05-25,Reservation,806c412b-a604-45eb-9e9a-e8724839c79f_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43603,2025-05-22,2025-05-25,Reservation,732ad6cb-ea28-49a5-bcca-47c3d8250314_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43580,2025-05-22,2025-05-25,Reservation,0a4538c9-326d-4e51-a0e4-f6ef4b8bb1b7_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43557,2025-05-22,2025-05-25,Reservation,d038d995-95e4-4207-aeea-3dc0a54a9340_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43533,2025-05-22,2025-05-25,Reservation,dd2d4078-0c44-4870-bf38-c584139fdda1_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43511,2025-05-22,2025-05-25,Reservation,ee62fb6f-945a-4415-93e8-6b5bb26ba661_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43488,2025-05-22,2025-05-25,Reservation,3195bde9-4cde-4658-8946-5439364f0edb_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43443,2025-05-22,2025-05-25,Reservation,14cfc2c1-b651-43cc-9b8c-16fda93b1809_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43416,2025-05-22,2025-05-25,Reservation,39faf0e3-921d-4e17-977b-4b1f69febe82_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43393,2025-05-22,2025-05-25,Reservation,e8b57196-e169-42de-b0c9-0802f18f6f14_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43370,2025-05-22,2025-05-25,Reservation,5139f132-c698-437c-a0db-b41f824d2862_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43346,2025-05-22,2025-05-25,Reservation,593e4113-b9b0-4393-a35d-75c609acd8e7_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43324,2025-05-22,2025-05-25,Reservation,80c8b8b5-ef60-4b79-a66d-14ffa96b7d53_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43299,2025-05-22,2025-05-25,Reservation,b2322482-2161-4a9f-aac1-17852237d295_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43278,2025-05-22,2025-05-25,Reservation,b7eee38d-606b-4fbf-a6d6-688665dc76fb_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43255,2025-05-22,2025-05-25,Reservation,7e6612a4-ec42-4723-a636-dfb14f763637_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43234,2025-05-22,2025-05-25,Reservation,10ce4378-60c5-444d-82b9-078f1f4e30fa_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43213,2025-05-22,2025-05-25,Reservation,c96467c9-16a8-47f9-b4eb-aeff007e0042_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43192,2025-05-22,2025-05-25,Reservation,8a641719-1a83-49b1-83d4-ee9c49b44eb8_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43171,2025-05-22,2025-05-25,Reservation,e15c5350-ebee-44f2-a406-3c0b77775a0e_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43150,2025-05-22,2025-05-25,Reservation,9533ce03-1c84-4bca-a9a5-1036d8022544_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43128,2025-05-22,2025-05-25,Reservation,40a3a8b2-67dc-4ed7-8724-6837d54df7a8_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43102,2025-05-22,2025-05-25,Reservation,568afe1a-9fe7-4d7e-9839-190cd089a1b6_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43082,2025-05-22,2025-05-25,Reservation,16f02043-0519-4cfe-b957-669653a3550a_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43061,2025-05-22,2025-05-25,Reservation,417a3ecf-dbc6-4f92-8fbe-925043b9070a_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43044,2025-05-22,2025-05-25,Reservation,9819d9be-ef98-4ae9-9e6e-e3e8fe4f5623_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43028,2025-05-22,2025-05-25,Reservation,86bf261b-25e8-4b55-a0c8-e659b407a166_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43016,2025-05-22,2025-05-25,Reservation,20f5b381-8db4-44e1-b083-5b3006c930b1_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43004,2025-05-22,2025-05-25,Reservation,462583a2-378d-451c-bb1e-2793f2f67dce_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42988,2025-05-22,2025-05-25,Reservation,28897cab-cb19-4435-9803-ac19d2ab6289_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42973,2025-05-22,2025-05-25,Reservation,4f3670f5-e8d6-4ccf-bced-c6a6e8bba923_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42961,2025-05-22,2025-05-25,Reservation,8dc587b0-b93e-4b8d-af30-1ebb8205dcc3_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42947,2025-05-22,2025-05-25,Reservation,933fc8fa-858c-4b6a-aa3b-a9b06716a3d1_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42935,2025-05-22,2025-05-25,Reservation,12bcb82b-5838-48d8-9b4b-4b31326d9bad_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42916,2025-05-22,2025-05-25,Reservation,322fb7ca-490c-4517-b3d4-73dff609031d_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42888,2025-05-22,2025-05-25,Reservation,9dcb1465-f284-4236-a584-ea56b8bdce8e_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42863,2025-05-22,2025-05-25,Reservation,b383967d-c754-4f12-9b92-a281340c4222_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42841,2025-05-22,2025-05-25,Reservation,556d293f-08c4-4580-badd-d16e38b93739_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42820,2025-05-22,2025-05-25,Reservation,f3835177-d809-4a6f-a95b-3b19f53f0a85_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42799,2025-05-22,2025-05-25,Reservation,323dbf38-b87c-4d72-a40d-189b9ef6be7e_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42778,2025-05-22,2025-05-25,Reservation,0c15013f-b31d-4e62-b8a3-ac33d317a9d0_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42755,2025-05-22,2025-05-25,Reservation,425dbf0f-c8d5-4a97-8bce-29d1f31d76fe_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42738,2025-05-22,2025-05-25,Reservation,52af45f4-a03b-4778-a054-ae31741f0b85_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42717,2025-05-22,2025-05-25,Reservation,f13042cc-cd4a-4091-9e6c-500643fb6043_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42674,2025-05-22,2025-05-25,Reservation,587f693d-fdbf-4d4f-b7c6-72f9ffa6ad27_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42649,2025-05-22,2025-05-25,Reservation,4463598b-5a92-435a-80d8-199e0a686af2_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42627,2025-05-22,2025-05-25,Reservation,8d772761-f4ac-4ceb-9bdf-a2e4f121bb5c_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42604,2025-05-22,2025-05-25,Reservation,a98908b6-43d6-4bc9-bde6-553834f13b21_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42581,2025-05-22,2025-05-25,Reservation,968a22ed-65ec-44fb-81dc-164952d4557c_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42439,2025-05-22,2025-05-25,Reservation,af64c9a1-690e-42c9-9e11-3aa56af81b23_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42420,2025-05-22,2025-05-25,Reservation,9704ecf0-72bc-439a-851c-93ba5aa56458_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42288,2025-05-22,2025-05-25,Reservation,49b632a0-d375-42a6-9be5-a5680d7ac449_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42216,2025-05-22,2025-05-25,Reservation,d2a2a1bb-79d7-4748-9f7e-142004efb63d_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,42166,2025-05-22,2025-05-25,Reservation,79e9f58b-4e9c-4911-9a6e-4a5b8b8c0936_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
KEEP,Mayes [] 2824 N 82nd St Scottsdale,40915,2025-07-11,2025-07-13,Reservation,815436a4-3459-4abd-a4e4-eecd1d4f12f3_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-18T06:02:56.000Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43841,2025-07-11,2025-07-13,Reservation,ed0b5572-82fa-4b55-afad-0a40a341d8a8_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T15:04:48.842Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43817,2025-07-11,2025-07-13,Reservation,f83ec36a-7efc-420a-a77d-3560cb2a2a01_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T14:05:09.867Z,Yes
