Action,Property Name,Airtable ID,Check-in,Check-out,Entry Type,UID,Source,Status,Last Updated,Has HCP Job
DROP,Mayes [] 2824 N 82nd St Scottsdale,43967,2025-06-07,2025-06-08,Reservation,48b85e55-7c94-4b06-b498-00adc9e9281c_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43953,2025-06-07,2025-06-08,Reservation,d0969391-26d8-45e7-95ab-9e462510dd50_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43929,2025-06-07,2025-06-08,Reservation,2726a9b1-825f-4353-8efa-5f866d2d90f6_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43904,2025-06-07,2025-06-08,Reservation,17816bc6-fda0-460f-b031-2ef562e50f46_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43881,2025-06-07,2025-06-08,Reservation,d64788b8-7f12-4edb-acaa-8a06b79cf9e2_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43855,2025-06-07,2025-06-08,Reservation,55a11194-5004-41e9-804a-82a75c26c7a7_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
KEEP,Mayes [] 2824 N 82nd St Scottsdale,40907,2025-07-17,2025-07-21,Reservation,f149eddb-da9c-4b6d-8e91-127fbda729bb_recRQSv5kFaVKAXdj,Lodgify,Modified,2025-07-18T06:02:57.000Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43994,2025-07-17,2025-07-21,Reservation,cdf7c3aa-1147-40b6-992c-1c58c4827337_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T19:05:42.978Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43977,2025-07-17,2025-07-21,Reservation,ecefaaaf-5614-49e6-af88-1dcaf4e5c405_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T19:05:42.978Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43963,2025-07-17,2025-07-21,Reservation,7631d3c4-d874-4b8f-a48e-34496c2e390b_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T19:05:42.980Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43939,2025-07-17,2025-07-21,Reservation,5024331b-fafc-4eb2-9d2b-c7234a7f1e41_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T19:05:42.980Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43914,2025-07-17,2025-07-21,Reservation,651dcb5f-ad78-4661-bbff-01390ed0610c_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T19:03:43.812Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43891,2025-07-17,2025-07-21,Reservation,a874f153-fadb-4307-964f-6d7454c7c5c4_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T19:03:43.005Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43865,2025-07-17,2025-07-21,Reservation,8a8051e2-0d6d-4cc2-8fd2-96dfae2fdcdd_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T19:03:42.118Z,Yes
KEEP,Mayes [] 2824 N 82nd St Scottsdale,40899,2025-05-22,2025-05-25,Reservation,85671e6d-bc64-4ddc-815f-bdbb477b7002_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-18T06:02:52.000Z,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43982,2025-05-22,2025-05-25,Reservation,705660ad-fed4-4da7-b536-456519e5164e_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43965,2025-05-22,2025-05-25,Reservation,3e8b372c-4fc2-439d-bca6-b5dbd9dba681_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43951,2025-05-22,2025-05-25,Reservation,9ca21d77-c345-44cd-a3bd-58fa8d4e9037_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43927,2025-05-22,2025-05-25,Reservation,aed2b5ae-437b-462e-9646-bc44a95429f0_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43902,2025-05-22,2025-05-25,Reservation,568f8d51-b0eb-4299-a549-d76fa22e492d_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43879,2025-05-22,2025-05-25,Reservation,c9fd2d4e-e1c9-44e0-9eec-455332bdf1c7_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43853,2025-05-22,2025-05-25,Reservation,7ef297d2-fd87-47de-be13-18f9823d7ff7_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
KEEP,Mayes [] 2824 N 82nd St Scottsdale,40914,2025-07-05,2025-07-07,Reservation,34e554cf-37ab-4820-97c0-e1f1de8db2f3_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-18T06:02:56.000Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43992,2025-07-05,2025-07-07,Reservation,861a0fe5-c651-4b7b-b0ee-f46bb8dc3726_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T19:05:42.976Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43975,2025-07-05,2025-07-07,Reservation,fdeebbc5-95ec-4995-b4d6-8b6a15d7df2a_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T19:05:42.972Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43961,2025-07-05,2025-07-07,Reservation,8c55d245-0c9d-4706-ab2b-66352ec321fb_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T19:05:42.980Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43937,2025-07-05,2025-07-07,Reservation,6934f9a1-90f3-4d2c-abbc-aeecdea72675_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T19:05:42.975Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43912,2025-07-05,2025-07-07,Reservation,ffa81a2f-90f3-4df5-9a21-09a1669f11d0_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T18:04:25.746Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43889,2025-07-05,2025-07-07,Reservation,55755140-8da5-47ae-a02c-02eaf2b4255f_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T17:04:46.597Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43863,2025-07-05,2025-07-07,Reservation,7f5281d8-d799-43a7-9656-85a06b1ab263_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T16:05:30.507Z,Yes
KEEP,Mayes [] 2824 N 82nd St Scottsdale,40900,2025-05-30,2025-06-02,Reservation,e0521cc2-4ff6-4ac8-b173-0904b98f249e_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-18T06:02:53.000Z,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43983,2025-05-30,2025-06-02,Reservation,149884d5-7f37-4de6-902e-42d61644fa72_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43966,2025-05-30,2025-06-02,Reservation,658ee023-f628-48b0-8790-7b96824b98aa_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43952,2025-05-30,2025-06-02,Reservation,0fdedd75-7739-4179-b59b-d20f84fdd28b_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43928,2025-05-30,2025-06-02,Reservation,73a0f520-7806-4875-84c2-438f8d642250_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43903,2025-05-30,2025-06-02,Reservation,45a523ef-5de3-450e-93f9-702b0f71963f_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43880,2025-05-30,2025-06-02,Reservation,ca4aecc3-dcea-4786-bdb5-8faf414904e0_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43854,2025-05-30,2025-06-02,Reservation,f2699ff5-dbbe-468b-928f-55e10c44b34c_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
KEEP,Mayes [] 2824 N 82nd St Scottsdale,40904,2025-06-21,2025-06-22,Reservation,b08a0fe3-5c6c-449b-891f-a3623daa5a50_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-18T06:02:54.000Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43987,2025-06-21,2025-06-22,Reservation,ebdb3314-0c26-40cd-a20a-560eeb78e958_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T19:05:42.980Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43970,2025-06-21,2025-06-22,Reservation,4ff8844c-bd9d-4699-ab66-8c89515dc5c9_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T19:05:42.979Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43956,2025-06-21,2025-06-22,Reservation,e00b8325-fb20-41ee-ac25-67ff51860ad0_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T19:05:42.980Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43932,2025-06-21,2025-06-22,Reservation,46819c0d-7589-41c1-bfa7-ee2ac8d820e0_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T19:05:42.979Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43907,2025-06-21,2025-06-22,Reservation,dabbc65a-4555-4521-9b95-4152c9e18664_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T18:04:25.746Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43884,2025-06-21,2025-06-22,Reservation,6c0344c4-661d-4c29-9c48-ae91dac83465_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T17:04:46.598Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43858,2025-06-21,2025-06-22,Reservation,5c42e098-af58-4e39-947a-c8638a065eb0_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T16:05:30.507Z,Yes
KEEP,Mayes [] 2824 N 82nd St Scottsdale,40912,2025-07-03,2025-07-04,Block,071cc26c-543a-4cec-8338-cb29f4e8a8f6_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-18T06:02:56.000Z,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43990,2025-07-03,2025-07-04,Block,c7e2c4d3-df1b-45f2-abd2-c5b131ce09be_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43973,2025-07-03,2025-07-04,Block,9a86104e-cfff-4380-9fa7-23eea213a879_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43959,2025-07-03,2025-07-04,Block,7f18f0e3-31a9-4c6b-89be-473102672055_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43935,2025-07-03,2025-07-04,Block,2dbc8eea-4892-47a6-990d-05676c33c956_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43910,2025-07-03,2025-07-04,Block,71cb05ac-7c56-4241-963a-1cc5a0d7f4c7_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43887,2025-07-03,2025-07-04,Block,08755b46-07ce-4f4b-9c0f-01c78496c071_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43861,2025-07-03,2025-07-04,Block,8a672fc8-4b4e-4e02-bf2e-92bdb6235504_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
KEEP,Mayes [] 2824 N 82nd St Scottsdale,40913,2025-07-04,2025-07-05,Reservation,600dd7c6-e016-41b2-8796-121738e76c76_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-18T06:02:56.000Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43991,2025-07-04,2025-07-05,Reservation,3f13c5ec-aa76-44a3-afb6-c27b8fabec28_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T19:05:42.978Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43974,2025-07-04,2025-07-05,Reservation,ddda8a4f-793d-4019-a0dd-12042f9696a2_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T19:05:42.974Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43960,2025-07-04,2025-07-05,Reservation,5f1be3a1-c01b-4242-afaa-2dfb4a4fca2a_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T19:05:42.976Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43936,2025-07-04,2025-07-05,Reservation,fcfab4f2-a186-4a64-9eb8-7153ad77b61f_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T19:05:42.977Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43911,2025-07-04,2025-07-05,Reservation,10a4dced-8729-4f77-bad2-aced2720b397_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T18:04:25.745Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43888,2025-07-04,2025-07-05,Reservation,304deaf2-7f14-49c6-8315-402340e75829_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T17:04:46.598Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43862,2025-07-04,2025-07-05,Reservation,77b349ab-8366-462d-9370-c3b7f3020768_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T16:05:30.506Z,Yes
KEEP,Mayes [] 2824 N 82nd St Scottsdale,40905,2025-06-27,2025-06-28,Reservation,7c6f57ce-e1f5-4d87-93f2-a083e852c174_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-18T06:02:54.000Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43988,2025-06-27,2025-06-28,Reservation,fc331385-f476-495f-b5b4-a05b3f089e0b_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T19:05:42.979Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43971,2025-06-27,2025-06-28,Reservation,62ef5915-5f92-4fbe-87a4-bdc170981a22_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T19:05:42.975Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43957,2025-06-27,2025-06-28,Reservation,c1b441c7-95f0-408b-aa7b-5292bd976e10_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T19:05:42.973Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43933,2025-06-27,2025-06-28,Reservation,9df290a8-7b58-4796-8883-46f38b8648fd_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T19:05:42.974Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43908,2025-06-27,2025-06-28,Reservation,951297dd-3e88-4105-b2ea-11d611d8eb06_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T18:04:25.746Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43885,2025-06-27,2025-06-28,Reservation,a21aee70-14de-45d2-88a5-47ac4e37374e_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T17:04:46.597Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43859,2025-06-27,2025-06-28,Reservation,4b98447b-0213-4f5a-9709-1a43d0cca645_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T16:05:30.506Z,Yes
KEEP,Mayes [] 2824 N 82nd St Scottsdale,40903,2025-06-13,2025-06-15,Reservation,5d616f56-96b3-4812-a957-e0ad29c20c7d_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-18T06:02:54.000Z,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43986,2025-06-13,2025-06-15,Reservation,c1664b53-f2d6-4596-8d43-3565aff479f9_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43969,2025-06-13,2025-06-15,Reservation,b78174c4-b4a2-4380-ae7d-10aa63d77b54_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43955,2025-06-13,2025-06-15,Reservation,e75800e2-9956-486b-a880-0947ab86de8a_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43931,2025-06-13,2025-06-15,Reservation,71e4fe6b-1341-4fa4-a1ca-7cdbdb8e3c5b_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43906,2025-06-13,2025-06-15,Reservation,50e22b75-5075-4a30-a2a9-ff69ca515660_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43883,2025-06-13,2025-06-15,Reservation,2a9ea6a1-63df-4a9f-aef0-a04e4887cf8d_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43857,2025-06-13,2025-06-15,Reservation,27f365d1-c242-4bf4-ba50-43a2565b9051_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
KEEP,Mayes [] 2824 N 82nd St Scottsdale,40902,2025-06-08,2025-06-09,Block,a9cf3d0b-0048-46c6-8d31-95ccaf0b80eb_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-18T06:02:53.000Z,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43985,2025-06-08,2025-06-09,Block,f626650c-327f-4dd3-b993-c2c13e49a52a_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43968,2025-06-08,2025-06-09,Block,c231a0c8-2092-4373-8d92-4acacea5d512_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43954,2025-06-08,2025-06-09,Block,fadd832d-e24d-47ef-874d-524e6d5e28e8_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43930,2025-06-08,2025-06-09,Block,c5b04780-36dd-4643-9168-0505b41e816f_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43905,2025-06-08,2025-06-09,Block,54d57052-26f8-463c-9297-89bb905dba69_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43882,2025-06-08,2025-06-09,Block,964fb75b-c1ce-49f3-9dc2-39c6ea9cf9d0_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
DROP,Mayes [] 2824 N 82nd St Scottsdale,43856,2025-06-08,2025-06-09,Block,603f3685-e730-474e-8b36-ee99f918763d_recRQSv5kFaVKAXdj,Lodgify,New,Unknown,No
KEEP,Mayes [] 2824 N 82nd St Scottsdale,40911,2025-06-28,2025-06-29,Reservation,1e103f83-8106-4eeb-bb6c-f88841e2fc6d_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-18T06:02:55.000Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43989,2025-06-28,2025-06-29,Reservation,8404d8b7-a230-4df9-b632-0e3026b418e3_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T19:05:42.980Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43972,2025-06-28,2025-06-29,Reservation,0ca79c3e-9c47-4785-b967-a5d37f5ed671_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T19:05:42.979Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43958,2025-06-28,2025-06-29,Reservation,34db29ef-696a-4737-8077-ca53390d42b8_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T19:05:42.976Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43934,2025-06-28,2025-06-29,Reservation,f532b4f1-b68a-4081-bd12-d84b95339a2a_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T19:05:42.977Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43909,2025-06-28,2025-06-29,Reservation,c839f13d-13f7-4c54-9cf3-48a089f159a8_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T18:04:25.746Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43886,2025-06-28,2025-06-29,Reservation,6fe1eda3-1b75-4f51-b214-3650b69a12f0_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T17:04:46.598Z,Yes
DROP,Mayes [] 2824 N 82nd St Scottsdale,43860,2025-06-28,2025-06-29,Reservation,0a45e361-0fb7-4b05-8367-ccf571e173d6_recRQSv5kFaVKAXdj,Lodgify,New,2025-07-21T16:05:30.507Z,Yes
KEEP,Casey [Farwick] 8401 E Keim Scottsdale,40923,2025-07-17,2025-07-21,Reservation,1418fb94e984-df97e1cf0984a6c6933be4381d0a1940@airbnb.com_recrVNJMKAhroDwbp,Airbnb,New,2025-07-18T06:05:31.000Z,Yes
DROP,Casey [Farwick] 8401 E Keim Scottsdale,43867,2025-07-17,2025-07-21,Reservation,8d306830-cd38-4616-a72d-b31445ef5634@reservations.hospitable.com_recrVNJMKAhroDwbp,Hospitable,New,Unknown,No
