Record ID,Action,Reservation UID,Property ID,Check-in Date,Check-out Date,Entry Type,Entry Source,Status,Last Updated,Full Record JSON
recQlhWYiJ69lMM76,MARK_AS_OLD,c990cc01-c668-47b7-8f9a-6ce3c78c4a7a_recRQSv5kFaVKAXdj,recRQSv5kFaVKAXdj,2025-07-03,2025-07-04,Block,Lodgify,New,2025-07-17T11:02:45.000Z,"{""id"": ""recQlhWYiJ69lMM76"", ""createdTime"": ""2025-07-17T11:02:46.000Z"", ""fields"": {""Check-in Date"": ""2025-07-03"", ""Check-out Date"": ""2025-07-04"", ""Status"": ""New"", ""Last Updated"": ""2025-07-17T11:02:45.000Z"", ""Reservation UID"": ""c990cc01-c668-47b7-8f9a-6ce3c78c4a7a_recRQSv5kFaVKAXdj"", ""Entry Type"": ""Block"", ""Entry Source"": ""Lodgify"", ""Property ID"": [""recRQSv5kFaVKAXdj""]}}"
recpEteM75nNBNZaH,MARK_AS_OLD,a4b09f5d-9af7-4565-a187-15bd0a21ff65_recRQSv5kFaVKAXdj,recRQSv5kFaVKAXdj,2025-06-27,2025-06-28,Reservation,Lodgify,New,2025-07-17T09:42:16.000Z,"{""id"": ""recpEteM75nNBNZaH"", ""createdTime"": ""2025-07-17T09:42:18.000Z"", ""fields"": {""Check-in Date"": ""2025-06-27"", ""Check-out Date"": ""2025-06-28"", ""Status"": ""New"", ""Last Updated"": ""2025-07-17T09:42:16.000Z"", ""Reservation UID"": ""a4b09f5d-9af7-4565-a187-15bd0a21ff65_recRQSv5kFaVKAXdj"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Lodgify"", ""Property ID"": [""recRQSv5kFaVKAXdj""]}}"
recv5jX6XtK0aaVgD,MARK_AS_OLD,47c927cf-8875-481d-b190-483b962d78a1_recRQSv5kFaVKAXdj,recRQSv5kFaVKAXdj,2025-06-27,2025-06-28,Reservation,Lodgify,New,2025-07-17T11:02:44.000Z,"{""id"": ""recv5jX6XtK0aaVgD"", ""createdTime"": ""2025-07-17T11:02:46.000Z"", ""fields"": {""Check-in Date"": ""2025-06-27"", ""Check-out Date"": ""2025-06-28"", ""Status"": ""New"", ""Last Updated"": ""2025-07-17T11:02:44.000Z"", ""Reservation UID"": ""47c927cf-8875-481d-b190-483b962d78a1_recRQSv5kFaVKAXdj"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Lodgify"", ""Property ID"": [""recRQSv5kFaVKAXdj""]}}"
recB3Tt4nIFfdR5Io,MARK_AS_OLD,7e13df23-8e18-4ca9-a1dd-6af283743f27_recRQSv5kFaVKAXdj,recRQSv5kFaVKAXdj,2025-07-11,2025-07-13,Reservation,Lodgify,New,2025-07-17T07:03:25.000Z,"{""id"": ""recB3Tt4nIFfdR5Io"", ""createdTime"": ""2025-07-17T07:03:26.000Z"", ""fields"": {""Check-in Date"": ""2025-07-11"", ""Check-out Date"": ""2025-07-13"", ""Status"": ""New"", ""Last Updated"": ""2025-07-17T07:03:25.000Z"", ""Reservation UID"": ""7e13df23-8e18-4ca9-a1dd-6af283743f27_recRQSv5kFaVKAXdj"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Lodgify"", ""Property ID"": [""recRQSv5kFaVKAXdj""]}}"
recFVJoBGMm1s1kTh,MARK_AS_OLD,037222f7-803d-4cf6-a1e4-c84263327238_recRQSv5kFaVKAXdj,recRQSv5kFaVKAXdj,2025-06-21,2025-06-22,Reservation,Lodgify,New,2025-07-17T11:02:44.000Z,"{""id"": ""recFVJoBGMm1s1kTh"", ""createdTime"": ""2025-07-17T11:02:46.000Z"", ""fields"": {""Check-in Date"": ""2025-06-21"", ""Check-out Date"": ""2025-06-22"", ""Status"": ""New"", ""Last Updated"": ""2025-07-17T11:02:44.000Z"", ""Reservation UID"": ""037222f7-803d-4cf6-a1e4-c84263327238_recRQSv5kFaVKAXdj"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Lodgify"", ""Property ID"": [""recRQSv5kFaVKAXdj""]}}"
recnGQLqEEvTU0fhy,MARK_AS_OLD,ed9e8e30-5e29-4ecc-9f60-6668138bef3d_recRQSv5kFaVKAXdj,recRQSv5kFaVKAXdj,2025-06-21,2025-06-22,Reservation,Lodgify,New,2025-07-17T09:42:16.000Z,"{""id"": ""recnGQLqEEvTU0fhy"", ""createdTime"": ""2025-07-17T09:42:18.000Z"", ""fields"": {""Check-in Date"": ""2025-06-21"", ""Check-out Date"": ""2025-06-22"", ""Status"": ""New"", ""Last Updated"": ""2025-07-17T09:42:16.000Z"", ""Reservation UID"": ""ed9e8e30-5e29-4ecc-9f60-6668138bef3d_recRQSv5kFaVKAXdj"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Lodgify"", ""Property ID"": [""recRQSv5kFaVKAXdj""]}}"
recKXZTT8HJrDMzJ2,MARK_AS_OLD,b0adf4b9-04ad-4edb-9694-c21ea8c7ebf0_recRQSv5kFaVKAXdj,recRQSv5kFaVKAXdj,2025-07-04,2025-07-05,Reservation,Lodgify,New,2025-07-17T11:02:45.000Z,"{""id"": ""recKXZTT8HJrDMzJ2"", ""createdTime"": ""2025-07-17T11:02:46.000Z"", ""fields"": {""Check-in Date"": ""2025-07-04"", ""Check-out Date"": ""2025-07-05"", ""Status"": ""New"", ""Last Updated"": ""2025-07-17T11:02:45.000Z"", ""Reservation UID"": ""b0adf4b9-04ad-4edb-9694-c21ea8c7ebf0_recRQSv5kFaVKAXdj"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Lodgify"", ""Property ID"": [""recRQSv5kFaVKAXdj""]}}"
recSauP6LCOUtw3Zq,MARK_AS_OLD,933ad887-d2bb-438a-98c3-e631e91a7499_recRQSv5kFaVKAXdj,recRQSv5kFaVKAXdj,2025-07-04,2025-07-05,Reservation,Lodgify,New,2025-07-17T09:42:17.000Z,"{""id"": ""recSauP6LCOUtw3Zq"", ""createdTime"": ""2025-07-17T09:42:18.000Z"", ""fields"": {""Check-in Date"": ""2025-07-04"", ""Check-out Date"": ""2025-07-05"", ""Status"": ""New"", ""Last Updated"": ""2025-07-17T09:42:17.000Z"", ""Reservation UID"": ""933ad887-d2bb-438a-98c3-e631e91a7499_recRQSv5kFaVKAXdj"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Lodgify"", ""Property ID"": [""recRQSv5kFaVKAXdj""]}}"
recQ2BndZEc5OSZFN,MARK_AS_OLD,704f1210-aa1f-4d8f-80dd-e2bee6ca1def_recRQSv5kFaVKAXdj,recRQSv5kFaVKAXdj,2025-06-07,2025-06-08,Reservation,Lodgify,New,2025-07-17T11:02:42.000Z,"{""id"": ""recQ2BndZEc5OSZFN"", ""createdTime"": ""2025-07-17T11:02:46.000Z"", ""fields"": {""Check-in Date"": ""2025-06-07"", ""Check-out Date"": ""2025-06-08"", ""Status"": ""New"", ""Last Updated"": ""2025-07-17T11:02:42.000Z"", ""Reservation UID"": ""704f1210-aa1f-4d8f-80dd-e2bee6ca1def_recRQSv5kFaVKAXdj"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Lodgify"", ""Property ID"": [""recRQSv5kFaVKAXdj""]}}"
reclH14tF2SbfN7f9,MARK_AS_OLD,7070a2c3-6e94-4bff-8960-907e9cb558a7_recRQSv5kFaVKAXdj,recRQSv5kFaVKAXdj,2025-06-07,2025-06-08,Reservation,Lodgify,New,2025-07-17T09:42:14.000Z,"{""id"": ""reclH14tF2SbfN7f9"", ""createdTime"": ""2025-07-17T09:42:18.000Z"", ""fields"": {""Check-in Date"": ""2025-06-07"", ""Check-out Date"": ""2025-06-08"", ""Status"": ""New"", ""Last Updated"": ""2025-07-17T09:42:14.000Z"", ""Reservation UID"": ""7070a2c3-6e94-4bff-8960-907e9cb558a7_recRQSv5kFaVKAXdj"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Lodgify"", ""Property ID"": [""recRQSv5kFaVKAXdj""]}}"
recY3opf8MjziShXq,MARK_AS_OLD,016ac158-5ab4-4af8-b115-3cc72b1173f8_recemMGn3KhYJW07M,recemMGn3KhYJW07M,2025-10-15,2025-10-19,Block,VRBO,New,2025-07-15T11:04:00.000Z,"{""id"": ""recY3opf8MjziShXq"", ""createdTime"": ""2025-07-15T11:04:23.000Z"", ""fields"": {""Check-in Date"": ""2025-10-15"", ""Check-out Date"": ""2025-10-19"", ""Status"": ""New"", ""Last Updated"": ""2025-07-15T11:04:00.000Z"", ""Reservation UID"": ""016ac158-5ab4-4af8-b115-3cc72b1173f8_recemMGn3KhYJW07M"", ""Entry Type"": ""Block"", ""Entry Source"": ""VRBO"", ""Property ID"": [""recemMGn3KhYJW07M""]}}"
recdzNfj61gfHfYY0,MARK_AS_OLD,9b58bb0e-ad84-461c-8232-d064ec261b58_recRQSv5kFaVKAXdj,recRQSv5kFaVKAXdj,2025-06-08,2025-06-09,Block,Lodgify,New,2025-07-17T11:02:43.000Z,"{""id"": ""recdzNfj61gfHfYY0"", ""createdTime"": ""2025-07-17T11:02:46.000Z"", ""fields"": {""Check-in Date"": ""2025-06-08"", ""Check-out Date"": ""2025-06-09"", ""Status"": ""New"", ""Last Updated"": ""2025-07-17T11:02:43.000Z"", ""Reservation UID"": ""9b58bb0e-ad84-461c-8232-d064ec261b58_recRQSv5kFaVKAXdj"", ""Entry Type"": ""Block"", ""Entry Source"": ""Lodgify"", ""Property ID"": [""recRQSv5kFaVKAXdj""]}}"
reckQfnvLozFpOBNm,MARK_AS_OLD,5cf00f80-d45b-4952-8572-5665090c6ab1_recRQSv5kFaVKAXdj,recRQSv5kFaVKAXdj,2025-06-08,2025-06-09,Block,Lodgify,New,2025-07-17T09:42:15.000Z,"{""id"": ""reckQfnvLozFpOBNm"", ""createdTime"": ""2025-07-17T09:42:18.000Z"", ""fields"": {""Check-in Date"": ""2025-06-08"", ""Check-out Date"": ""2025-06-09"", ""Status"": ""New"", ""Last Updated"": ""2025-07-17T09:42:15.000Z"", ""Reservation UID"": ""5cf00f80-d45b-4952-8572-5665090c6ab1_recRQSv5kFaVKAXdj"", ""Entry Type"": ""Block"", ""Entry Source"": ""Lodgify"", ""Property ID"": [""recRQSv5kFaVKAXdj""]}}"
recloq77zCKQJ8qOg,MARK_AS_OLD,221dd570-3deb-4490-a3b3-ac93c50846d7_recRQSv5kFaVKAXdj,recRQSv5kFaVKAXdj,2025-07-05,2025-07-07,Reservation,Lodgify,New,2025-07-17T07:03:24.000Z,"{""id"": ""recloq77zCKQJ8qOg"", ""createdTime"": ""2025-07-17T07:03:26.000Z"", ""fields"": {""Check-in Date"": ""2025-07-05"", ""Check-out Date"": ""2025-07-07"", ""Status"": ""New"", ""Last Updated"": ""2025-07-17T07:03:24.000Z"", ""Reservation UID"": ""221dd570-3deb-4490-a3b3-ac93c50846d7_recRQSv5kFaVKAXdj"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Lodgify"", ""Property ID"": [""recRQSv5kFaVKAXdj""]}}"
recc0IngfvCmz8lJQ,MARK_AS_OLD,ce39a06f-caa0-4525-b594-52ca24c1fcf7_recRQSv5kFaVKAXdj,recRQSv5kFaVKAXdj,2025-06-13,2025-06-15,Reservation,Lodgify,New,2025-07-17T11:02:43.000Z,"{""id"": ""recc0IngfvCmz8lJQ"", ""createdTime"": ""2025-07-17T11:02:46.000Z"", ""fields"": {""Check-in Date"": ""2025-06-13"", ""Check-out Date"": ""2025-06-15"", ""Status"": ""New"", ""Last Updated"": ""2025-07-17T11:02:43.000Z"", ""Reservation UID"": ""ce39a06f-caa0-4525-b594-52ca24c1fcf7_recRQSv5kFaVKAXdj"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Lodgify"", ""Property ID"": [""recRQSv5kFaVKAXdj""]}}"
rech8Zpl9fXAdMtKs,MARK_AS_OLD,6da0977c-c7e3-4dc0-9b67-3a70a1fb10b8_recRQSv5kFaVKAXdj,recRQSv5kFaVKAXdj,2025-06-13,2025-06-15,Reservation,Lodgify,New,2025-07-17T09:42:15.000Z,"{""id"": ""rech8Zpl9fXAdMtKs"", ""createdTime"": ""2025-07-17T09:42:18.000Z"", ""fields"": {""Check-in Date"": ""2025-06-13"", ""Check-out Date"": ""2025-06-15"", ""Status"": ""New"", ""Last Updated"": ""2025-07-17T09:42:15.000Z"", ""Reservation UID"": ""6da0977c-c7e3-4dc0-9b67-3a70a1fb10b8_recRQSv5kFaVKAXdj"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Lodgify"", ""Property ID"": [""recRQSv5kFaVKAXdj""]}}"
receNSAcbMavG2WNq,MARK_AS_OLD,ae79d59b-1441-4705-bc32-a751e14b69c4_recwtSWdmnWlDVZVj,recwtSWdmnWlDVZVj,2025-10-08,2025-10-09,Block,VRBO,New,2025-07-11T19:07:26.000Z,"{""id"": ""receNSAcbMavG2WNq"", ""createdTime"": ""2025-07-11T19:07:35.000Z"", ""fields"": {""Check-in Date"": ""2025-10-08"", ""Check-out Date"": ""2025-10-09"", ""Status"": ""New"", ""Last Updated"": ""2025-07-11T19:07:26.000Z"", ""Reservation UID"": ""ae79d59b-1441-4705-bc32-a751e14b69c4_recwtSWdmnWlDVZVj"", ""Entry Type"": ""Block"", ""Entry Source"": ""VRBO"", ""Property ID"": [""recwtSWdmnWlDVZVj""]}}"
recuT6XuZ5kO4RCLQ,MARK_AS_OLD,1418fb94e984-3eb9b2a15e9a23d8c381bab50d586349@airbnb.com_recrVNJMKAhroDwbp,recrVNJMKAhroDwbp,2025-08-29,2025-09-01,Reservation,Airbnb,New,2025-07-16T23:05:13.000Z,"{""id"": ""recuT6XuZ5kO4RCLQ"", ""createdTime"": ""2025-07-16T23:05:18.000Z"", ""fields"": {""Check-in Date"": ""2025-08-29"", ""Check-out Date"": ""2025-09-01"", ""Status"": ""New"", ""Last Updated"": ""2025-07-16T23:05:13.000Z"", ""Reservation UID"": ""1418fb94e984-3eb9b2a15e9a23d8c381bab50d586349@airbnb.com_recrVNJMKAhroDwbp"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Airbnb"", ""Property ID"": [""recrVNJMKAhroDwbp""]}}"
recnEYbOl2RqPPB03,MARK_AS_OLD,817e2e0a-447a-46b8-8fba-39ff9293e583_recrVNJMKAhroDwbp,recrVNJMKAhroDwbp,2025-05-23,2025-05-26,Reservation,VRBO,New,2025-07-11T19:04:30.000Z,"{""id"": ""recnEYbOl2RqPPB03"", ""createdTime"": ""2025-07-11T19:04:32.000Z"", ""fields"": {""Check-in Date"": ""2025-05-23"", ""Check-out Date"": ""2025-05-26"", ""Status"": ""New"", ""Last Updated"": ""2025-07-11T19:04:30.000Z"", ""Reservation UID"": ""817e2e0a-447a-46b8-8fba-39ff9293e583_recrVNJMKAhroDwbp"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""VRBO"", ""Property ID"": [""recrVNJMKAhroDwbp""]}}"
rec5lO9FR9jl33r8g,DELETE,5c9cae24-f364-4ff8-82db-1c35e11a4b5e_recRQSv5kFaVKAXdj,recRQSv5kFaVKAXdj,2025-08-16,2025-08-17,Reservation,Lodgify,Removed,2025-07-17T09:42:19.000Z,"{""id"": ""rec5lO9FR9jl33r8g"", ""createdTime"": ""2025-07-17T09:42:20.000Z"", ""fields"": {""Check-in Date"": ""2025-08-16"", ""Check-out Date"": ""2025-08-17"", ""Status"": ""Removed"", ""Last Updated"": ""2025-07-17T09:42:19.000Z"", ""Reservation UID"": ""5c9cae24-f364-4ff8-82db-1c35e11a4b5e_recRQSv5kFaVKAXdj"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Lodgify"", ""Property ID"": [""recRQSv5kFaVKAXdj""]}}"
recCLPSHo8lV56GQU,DELETE,4bf29272-14f3-4f63-9c71-dd6eeb6c069f_recRQSv5kFaVKAXdj,recRQSv5kFaVKAXdj,2025-07-17,2025-07-21,Reservation,Lodgify,Removed,2025-07-17T09:42:19.000Z,"{""id"": ""recCLPSHo8lV56GQU"", ""createdTime"": ""2025-07-17T09:42:22.000Z"", ""fields"": {""Check-in Date"": ""2025-07-17"", ""Check-out Date"": ""2025-07-21"", ""Status"": ""Removed"", ""Last Updated"": ""2025-07-17T09:42:19.000Z"", ""Reservation UID"": ""4bf29272-14f3-4f63-9c71-dd6eeb6c069f_recRQSv5kFaVKAXdj"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Lodgify"", ""Property ID"": [""recRQSv5kFaVKAXdj""]}}"
