Record ID,Action,Reservation UID,Property ID,Check-in Date,Check-out Date,Entry Type,Entry Source,Status,Last Updated,Full Record JSON
rec2bttxKP80YuEWl,MARK_AS_OLD,a4618a57-2da3-43f0-bab4-566d7f286b07_recNLiZnWEHou60Li,recNLiZnWEHou60Li,2025-05-22,2025-05-24,Block,VRBO,New,2025-06-10T09:08:34.000Z,"{""id"": ""rec2bttxKP80YuEWl"", ""createdTime"": ""2025-06-10T09:08:36.000Z"", ""fields"": {""Check-in Date"": ""2025-05-22"", ""Check-out Date"": ""2025-05-24"", ""Status"": ""New"", ""Last Updated"": ""2025-06-10T09:08:34.000Z"", ""Reservation UID"": ""a4618a57-2da3-43f0-bab4-566d7f286b07_recNLiZnWEHou60Li"", ""Entry Type"": ""Block"", ""Entry Source"": ""VRBO"", ""Property ID"": [""recNLiZnWEHou60Li""]}}"
recjVA2yZBOpyB5CJ,MARK_AS_OLD,de7fceb1-6d3f-419b-8ee7-8c96d4ab61f8_recRQSv5kFaVKAXdj,recRQSv5kFaVKAXdj,2025-05-30,2025-06-02,Reservation,Lodgify,New,2025-07-17T07:03:18.000Z,"{""id"": ""recjVA2yZBOpyB5CJ"", ""createdTime"": ""2025-07-17T07:03:21.000Z"", ""fields"": {""Check-in Date"": ""2025-05-30"", ""Check-out Date"": ""2025-06-02"", ""Status"": ""New"", ""Last Updated"": ""2025-07-17T07:03:18.000Z"", ""Reservation UID"": ""de7fceb1-6d3f-419b-8ee7-8c96d4ab61f8_recRQSv5kFaVKAXdj"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Lodgify"", ""Property ID"": [""recRQSv5kFaVKAXdj""]}}"
rec30dp8oSvlFHfnK,MARK_AS_OLD,7f662ec65913-cd149c1206f0967ef51542c2eb127925@airbnb.com_recwtSWdmnWlDVZVj,recwtSWdmnWlDVZVj,2025-10-08,2025-10-09,Block,Airbnb,New,2025-07-11T11:04:05.000Z,"{""id"": ""rec30dp8oSvlFHfnK"", ""createdTime"": ""2025-07-11T11:04:07.000Z"", ""fields"": {""Check-in Date"": ""2025-10-08"", ""Check-out Date"": ""2025-10-09"", ""Status"": ""New"", ""Last Updated"": ""2025-07-11T11:04:05.000Z"", ""Reservation UID"": ""7f662ec65913-cd149c1206f0967ef51542c2eb127925@airbnb.com_recwtSWdmnWlDVZVj"", ""Entry Type"": ""Block"", ""Entry Source"": ""Airbnb"", ""Property ID"": [""recwtSWdmnWlDVZVj""]}}"
recIylPKzyPVDMtTZ,MARK_AS_OLD,9898ed9d-1c35-44bc-97f2-311af8170cfd@reservations.hospitable.com_recLEYnfenqDvxAQk,recLEYnfenqDvxAQk,2025-06-12,2025-06-16,Reservation,Hospitable,New,2025-07-11T19:12:10.000Z,"{""id"": ""recIylPKzyPVDMtTZ"", ""createdTime"": ""2025-07-11T19:12:11.000Z"", ""fields"": {""Check-in Date"": ""2025-06-12"", ""Check-out Date"": ""2025-06-16"", ""Status"": ""New"", ""Last Updated"": ""2025-07-11T19:12:10.000Z"", ""Reservation UID"": ""9898ed9d-1c35-44bc-97f2-311af8170cfd@reservations.hospitable.com_recLEYnfenqDvxAQk"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Hospitable"", ""Property ID"": [""recLEYnfenqDvxAQk""]}}"
reccgII4Rjtiu3kFx,MARK_AS_OLD,7f662ec65913-78d8247d12136f6ee0d81affb0ea4df2@airbnb.com_rec2o6ZVpqr63lazn,rec2o6ZVpqr63lazn,2025-07-12,2025-07-13,Block,Airbnb,Removed,2025-07-13T07:04:31.000Z,"{""id"": ""reccgII4Rjtiu3kFx"", ""createdTime"": ""2025-07-13T07:04:32.000Z"", ""fields"": {""Check-in Date"": ""2025-07-12"", ""Check-out Date"": ""2025-07-13"", ""Status"": ""Removed"", ""Last Updated"": ""2025-07-13T07:04:31.000Z"", ""Reservation UID"": ""7f662ec65913-78d8247d12136f6ee0d81affb0ea4df2@airbnb.com_rec2o6ZVpqr63lazn"", ""Entry Type"": ""Block"", ""Entry Source"": ""Airbnb"", ""Property ID"": [""rec2o6ZVpqr63lazn""]}}"
rec3MRSIeUK0HQ0fp,MARK_AS_OLD,85294c74-1fde-45f5-9044-2a544e849638_recMAXXW1B2qKslRC,recMAXXW1B2qKslRC,2025-06-27,2025-06-30,Reservation,VRBO,New,2025-06-10T09:08:23.000Z,"{""id"": ""rec3MRSIeUK0HQ0fp"", ""createdTime"": ""2025-06-10T09:08:24.000Z"", ""fields"": {""Check-in Date"": ""2025-06-27"", ""Check-out Date"": ""2025-06-30"", ""Status"": ""New"", ""Last Updated"": ""2025-06-10T09:08:23.000Z"", ""Reservation UID"": ""85294c74-1fde-45f5-9044-2a544e849638_recMAXXW1B2qKslRC"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""VRBO"", ""Property ID"": [""recMAXXW1B2qKslRC""]}}"
receSGMKA2EMUcwrE,MARK_AS_OLD,60de6741-8447-4a72-a06f-98f0d9bf5259@reservations.hospitable.com_recrVNJMKAhroDwbp,recrVNJMKAhroDwbp,2025-06-19,2025-06-23,Reservation,Hospitable,New,2025-06-19T11:02:45.000Z,"{""id"": ""receSGMKA2EMUcwrE"", ""createdTime"": ""2025-06-19T11:03:39.000Z"", ""fields"": {""Check-in Date"": ""2025-06-19"", ""Check-out Date"": ""2025-06-23"", ""Status"": ""New"", ""Last Updated"": ""2025-06-19T11:02:45.000Z"", ""Reservation UID"": ""60de6741-8447-4a72-a06f-98f0d9bf5259@reservations.hospitable.com_recrVNJMKAhroDwbp"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Hospitable"", ""Property ID"": [""recrVNJMKAhroDwbp""]}}"
rec3zntuRDQMqsXk9,MARK_AS_OLD,18b14c95-84f4-4612-af23-abb48298191e_recemMGn3KhYJW07M,recemMGn3KhYJW07M,2025-10-10,2025-10-13,Block,VRBO,New,2025-07-11T11:03:48.000Z,"{""id"": ""rec3zntuRDQMqsXk9"", ""createdTime"": ""2025-07-11T11:04:07.000Z"", ""fields"": {""Check-in Date"": ""2025-10-10"", ""Check-out Date"": ""2025-10-13"", ""Status"": ""New"", ""Last Updated"": ""2025-07-11T11:03:48.000Z"", ""Reservation UID"": ""18b14c95-84f4-4612-af23-abb48298191e_recemMGn3KhYJW07M"", ""Entry Type"": ""Block"", ""Entry Source"": ""VRBO"", ""Property ID"": [""recemMGn3KhYJW07M""]}}"
rec4Qkq50vj4Vbes9,MARK_AS_OLD,1418fb94e984-0f522adb09ee9c3234b4fdcfc4ad522f@airbnb.com_recg93Q2nLQ0IP4nE,recg93Q2nLQ0IP4nE,2025-06-09,2025-07-10,Reservation,Airbnb,New,2025-06-10T09:08:34.000Z,"{""id"": ""rec4Qkq50vj4Vbes9"", ""createdTime"": ""2025-06-10T09:08:36.000Z"", ""fields"": {""Check-in Date"": ""2025-06-09"", ""Check-out Date"": ""2025-07-10"", ""Status"": ""New"", ""Last Updated"": ""2025-06-10T09:08:34.000Z"", ""Reservation UID"": ""1418fb94e984-0f522adb09ee9c3234b4fdcfc4ad522f@airbnb.com_recg93Q2nLQ0IP4nE"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Airbnb"", ""Property ID"": [""recg93Q2nLQ0IP4nE""]}}"
rec6IEB4sf4cJGR6I,MARK_AS_OLD,eb53b704-515b-44b8-bc75-16410edaba75_recMAXXW1B2qKslRC,recMAXXW1B2qKslRC,2025-05-14,2025-05-17,Reservation,VRBO,New,2025-06-10T09:08:22.000Z,"{""id"": ""rec6IEB4sf4cJGR6I"", ""createdTime"": ""2025-06-10T09:08:24.000Z"", ""fields"": {""Check-in Date"": ""2025-05-14"", ""Check-out Date"": ""2025-05-17"", ""Status"": ""New"", ""Last Updated"": ""2025-06-10T09:08:22.000Z"", ""Reservation UID"": ""eb53b704-515b-44b8-bc75-16410edaba75_recMAXXW1B2qKslRC"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""VRBO"", ""Property ID"": [""recMAXXW1B2qKslRC""]}}"
rec6gonMlAs8fn9hP,MARK_AS_OLD,f674e54d-5c46-4e11-85f9-9364bfa22005@reservations.hospitable.com_recrVNJMKAhroDwbp,recrVNJMKAhroDwbp,2025-05-23,2025-05-26,Reservation,Hospitable,New,2025-07-11T11:03:13.000Z,"{""id"": ""rec6gonMlAs8fn9hP"", ""createdTime"": ""2025-07-11T11:04:07.000Z"", ""fields"": {""Check-in Date"": ""2025-05-23"", ""Check-out Date"": ""2025-05-26"", ""Status"": ""New"", ""Last Updated"": ""2025-07-11T11:03:13.000Z"", ""Reservation UID"": ""f674e54d-5c46-4e11-85f9-9364bfa22005@reservations.hospitable.com_recrVNJMKAhroDwbp"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Hospitable"", ""Property ID"": [""recrVNJMKAhroDwbp""]}}"
recmhqzpIxiWXiVXt,MARK_AS_OLD,817e2e0a-447a-46b8-8fba-39ff9293e583_recrVNJMKAhroDwbp,recrVNJMKAhroDwbp,2025-05-23,2025-05-26,Reservation,VRBO,New,2025-06-10T09:07:40.000Z,"{""id"": ""recmhqzpIxiWXiVXt"", ""createdTime"": ""2025-06-10T09:07:41.000Z"", ""fields"": {""Check-in Date"": ""2025-05-23"", ""Check-out Date"": ""2025-05-26"", ""Status"": ""New"", ""Last Updated"": ""2025-06-10T09:07:40.000Z"", ""Reservation UID"": ""817e2e0a-447a-46b8-8fba-39ff9293e583_recrVNJMKAhroDwbp"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""VRBO"", ""Property ID"": [""recrVNJMKAhroDwbp""]}}"
rec6h7tjG827fHGXH,MARK_AS_OLD,8c47ddd4-b708-4d9e-9fe5-daad21fdc0ef_recVu3YtfTaoK3siK,recVu3YtfTaoK3siK,2025-05-28,2025-06-01,Block,VRBO,New,2025-06-10T09:08:27.000Z,"{""id"": ""rec6h7tjG827fHGXH"", ""createdTime"": ""2025-06-10T09:08:29.000Z"", ""fields"": {""Check-in Date"": ""2025-05-28"", ""Check-out Date"": ""2025-06-01"", ""Status"": ""New"", ""Last Updated"": ""2025-06-10T09:08:27.000Z"", ""Reservation UID"": ""8c47ddd4-b708-4d9e-9fe5-daad21fdc0ef_recVu3YtfTaoK3siK"", ""Entry Type"": ""Block"", ""Entry Source"": ""VRBO"", ""Property ID"": [""recVu3YtfTaoK3siK""]}}"
rec6w27rQvXo7Fhvh,MARK_AS_OLD,1e6de467-b432-485c-ab0d-875ccb64b39b_recemMGn3KhYJW07M,recemMGn3KhYJW07M,2025-07-03,2025-07-07,Block,VRBO,New,2025-07-11T19:11:22.000Z,"{""id"": ""rec6w27rQvXo7Fhvh"", ""createdTime"": ""2025-07-11T19:11:23.000Z"", ""fields"": {""Check-in Date"": ""2025-07-03"", ""Check-out Date"": ""2025-07-07"", ""Status"": ""New"", ""Last Updated"": ""2025-07-11T19:11:22.000Z"", ""Reservation UID"": ""1e6de467-b432-485c-ab0d-875ccb64b39b_recemMGn3KhYJW07M"", ""Entry Type"": ""Block"", ""Entry Source"": ""VRBO"", ""Property ID"": [""recemMGn3KhYJW07M""]}}"
rec6xclt398LJxTZi,MARK_AS_OLD,e0723a6e-960e-46d9-9cf4-384a568fc4d5@reservations.hospitable.com_recLEYnfenqDvxAQk,recLEYnfenqDvxAQk,2025-05-23,2025-05-26,Reservation,Hospitable,New,2025-06-10T09:09:10.000Z,"{""id"": ""rec6xclt398LJxTZi"", ""createdTime"": ""2025-06-10T09:09:11.000Z"", ""fields"": {""Check-in Date"": ""2025-05-23"", ""Check-out Date"": ""2025-05-26"", ""Status"": ""New"", ""Last Updated"": ""2025-06-10T09:09:10.000Z"", ""Reservation UID"": ""e0723a6e-960e-46d9-9cf4-384a568fc4d5@reservations.hospitable.com_recLEYnfenqDvxAQk"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Hospitable"", ""Property ID"": [""recLEYnfenqDvxAQk""]}}"
recTEmdyTUkituaBW,MARK_AS_OLD,2eecb2eb-351d-480e-bddf-c6b63abe7e66_recRQSv5kFaVKAXdj,recRQSv5kFaVKAXdj,2025-05-22,2025-05-25,Reservation,Lodgify,New,2025-07-17T07:03:17.000Z,"{""id"": ""recTEmdyTUkituaBW"", ""createdTime"": ""2025-07-17T07:03:21.000Z"", ""fields"": {""Check-in Date"": ""2025-05-22"", ""Check-out Date"": ""2025-05-25"", ""Status"": ""New"", ""Last Updated"": ""2025-07-17T07:03:17.000Z"", ""Reservation UID"": ""2eecb2eb-351d-480e-bddf-c6b63abe7e66_recRQSv5kFaVKAXdj"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Lodgify"", ""Property ID"": [""recRQSv5kFaVKAXdj""]}}"
rec7CYlsaWTktQm05,MARK_AS_OLD,7f662ec65913-702cb387ffa68203d832b4ab53d27cff@airbnb.com_rec2o6ZVpqr63lazn,rec2o6ZVpqr63lazn,2025-07-14,2025-07-15,Block,Airbnb,Removed,2025-07-15T07:05:35.000Z,"{""id"": ""rec7CYlsaWTktQm05"", ""createdTime"": ""2025-07-15T07:05:36.000Z"", ""fields"": {""Check-in Date"": ""2025-07-14"", ""Check-out Date"": ""2025-07-15"", ""Status"": ""Removed"", ""Last Updated"": ""2025-07-15T07:05:35.000Z"", ""Reservation UID"": ""7f662ec65913-702cb387ffa68203d832b4ab53d27cff@airbnb.com_rec2o6ZVpqr63lazn"", ""Entry Type"": ""Block"", ""Entry Source"": ""Airbnb"", ""Property ID"": [""rec2o6ZVpqr63lazn""]}}"
rec7piCcagbv01uVr,MARK_AS_OLD,6b9b8a5b-f911-43f4-9215-b9f49e7c5a58_recDTmHLOQnYCVm4J,recDTmHLOQnYCVm4J,2025-06-24,2025-07-01,Reservation,VRBO,New,2025-06-11T03:03:14.000Z,"{""id"": ""rec7piCcagbv01uVr"", ""createdTime"": ""2025-06-11T03:03:31.000Z"", ""fields"": {""Check-in Date"": ""2025-06-24"", ""Check-out Date"": ""2025-07-01"", ""Status"": ""New"", ""Last Updated"": ""2025-06-11T03:03:14.000Z"", ""Reservation UID"": ""6b9b8a5b-f911-43f4-9215-b9f49e7c5a58_recDTmHLOQnYCVm4J"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""VRBO"", ""Property ID"": [""recDTmHLOQnYCVm4J""]}}"
recBcX8bSyLIPCy6p,MARK_AS_OLD,1418fb94e984-73364e20cc57b872a49b497440577776@airbnb.com_rechv2TI0eTpZGZoa,rechv2TI0eTpZGZoa,2025-07-16,2025-07-20,Reservation,Airbnb,New,2025-07-17T09:26:29.117Z,"{""id"": ""recBcX8bSyLIPCy6p"", ""createdTime"": ""2025-07-17T06:15:15.000Z"", ""fields"": {""Check-in Date"": ""2025-07-16"", ""Check-out Date"": ""2025-07-20"", ""Status"": ""New"", ""Last Updated"": ""2025-07-17T09:26:29.117Z"", ""Reservation UID"": ""1418fb94e984-73364e20cc57b872a49b497440577776@airbnb.com_rechv2TI0eTpZGZoa"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Airbnb"", ""Property ID"": [""rechv2TI0eTpZGZoa""]}}"
rec8UCeZaRX1qJgpG,MARK_AS_OLD,ee24fb4f-1b35-4893-be71-673977cac3f2_recAHZYd3Ib7CsNcS,recAHZYd3Ib7CsNcS,2025-05-31,2025-06-07,Reservation,VRBO,New,2025-06-10T09:07:42.000Z,"{""id"": ""rec8UCeZaRX1qJgpG"", ""createdTime"": ""2025-06-10T09:07:43.000Z"", ""fields"": {""Check-in Date"": ""2025-05-31"", ""Check-out Date"": ""2025-06-07"", ""Status"": ""New"", ""Last Updated"": ""2025-06-10T09:07:42.000Z"", ""Reservation UID"": ""ee24fb4f-1b35-4893-be71-673977cac3f2_recAHZYd3Ib7CsNcS"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""VRBO"", ""Property ID"": [""recAHZYd3Ib7CsNcS""]}}"
recwdyAbHqaxoZR3j,MARK_AS_OLD,83267645-8ec0-4177-bd98-89542d64d0c6@reservations.hospitable.com_recuvcZp0D0yOeVWR,recuvcZp0D0yOeVWR,2025-05-15,2025-05-19,Reservation,Hospitable,New,2025-06-10T09:08:03.000Z,"{""id"": ""recwdyAbHqaxoZR3j"", ""createdTime"": ""2025-06-10T09:08:05.000Z"", ""fields"": {""Check-in Date"": ""2025-05-15"", ""Check-out Date"": ""2025-05-19"", ""Status"": ""New"", ""Last Updated"": ""2025-06-10T09:08:03.000Z"", ""Reservation UID"": ""83267645-8ec0-4177-bd98-89542d64d0c6@reservations.hospitable.com_recuvcZp0D0yOeVWR"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Hospitable"", ""Property ID"": [""recuvcZp0D0yOeVWR""]}}"
rec8qzVBt9iecgsnT,MARK_AS_OLD,48da902d-98fd-495e-92bd-59a7abb48ce0@reservations.hospitable.com_recrVNJMKAhroDwbp,recrVNJMKAhroDwbp,2025-08-29,2025-09-01,Reservation,Hospitable,New,2025-07-16T19:03:07.000Z,"{""id"": ""rec8qzVBt9iecgsnT"", ""createdTime"": ""2025-07-16T19:03:38.000Z"", ""fields"": {""Check-in Date"": ""2025-08-29"", ""Check-out Date"": ""2025-09-01"", ""Status"": ""New"", ""Last Updated"": ""2025-07-16T19:03:07.000Z"", ""Reservation UID"": ""48da902d-98fd-495e-92bd-59a7abb48ce0@reservations.hospitable.com_recrVNJMKAhroDwbp"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Hospitable"", ""Property ID"": [""recrVNJMKAhroDwbp""]}}"
rec8sdm8RivEgH0GJ,MARK_AS_OLD,322ed645-2e64-4303-b753-d273b9616ccd_recAHZYd3Ib7CsNcS,recAHZYd3Ib7CsNcS,2025-05-20,2025-05-24,Reservation,VRBO,New,2025-06-10T09:07:42.000Z,"{""id"": ""rec8sdm8RivEgH0GJ"", ""createdTime"": ""2025-06-10T09:07:43.000Z"", ""fields"": {""Check-in Date"": ""2025-05-20"", ""Check-out Date"": ""2025-05-24"", ""Status"": ""New"", ""Last Updated"": ""2025-06-10T09:07:42.000Z"", ""Reservation UID"": ""322ed645-2e64-4303-b753-d273b9616ccd_recAHZYd3Ib7CsNcS"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""VRBO"", ""Property ID"": [""recAHZYd3Ib7CsNcS""]}}"
rec9WMG3AhBPVEuv0,MARK_AS_OLD,352a74ab-f906-4248-8083-9635b501d864@reservations.hospitable.com_recuvcZp0D0yOeVWR,recuvcZp0D0yOeVWR,2025-05-21,2025-05-25,Reservation,Hospitable,New,2025-06-10T09:08:03.000Z,"{""id"": ""rec9WMG3AhBPVEuv0"", ""createdTime"": ""2025-06-10T09:08:05.000Z"", ""fields"": {""Check-in Date"": ""2025-05-21"", ""Check-out Date"": ""2025-05-25"", ""Status"": ""New"", ""Last Updated"": ""2025-06-10T09:08:03.000Z"", ""Reservation UID"": ""352a74ab-f906-4248-8083-9635b501d864@reservations.hospitable.com_recuvcZp0D0yOeVWR"", ""Entry Type"": ""Reservation"", ""Entry Source"": ""Hospitable"", ""Property ID"": [""recuvcZp0D0yOeVWR""]}}"
