Action,Property Name,Airtable ID,Check-in,Check-out,Entry Type,UID,Source,Status,Last Updated,Has HCP Job
KEEP,"Pritchett [] 825 W Monterey Pl, Chandler",36237,2025-10-10,2025-10-11,Block,6da251c8-eae8-4372-935d-ef5c5737cee0_recT9ghx3DPzvxRRS,VRBO,New,Unknown,No
REMOVE,"Pritchett [] 825 W Monterey Pl, Chandler",35381,2025-10-10,2025-10-11,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Pritchett [] 825 W Monterey Pl, Chandler",36226,2025-09-29,2025-09-30,Block,6fea6d7a-733f-4a08-ab3e-3c45e650ca00_recT9ghx3DPzvxRRS,VRBO,New,Unknown,No
REMOVE,"Pritchett [] 825 W Monterey Pl, Chandler",35370,2025-09-29,2025-09-30,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Pritchett [] 825 W Monterey Pl, Chandler",36229,2025-10-02,2025-10-03,Block,2fcc6675-05fd-4183-8e89-8e3adc4c4cc3_recT9ghx3DPzvxRRS,VRBO,New,Unknown,No
REMOVE,"Pritchett [] 825 W Monterey Pl, Chandler",35373,2025-10-02,2025-10-03,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Pritchett [] 825 W Monterey Pl, Chandler",36244,2025-10-18,2025-10-19,Block,957ccfa3-4e31-4b56-9f82-71b927e07632_recT9ghx3DPzvxRRS,VRBO,New,Unknown,No
REMOVE,"Pritchett [] 825 W Monterey Pl, Chandler",35388,2025-10-18,2025-10-19,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Pritchett [] 825 W Monterey Pl, Chandler",36233,2025-10-06,2025-10-07,Block,4fbec6dd-49c6-494a-acac-b73dec729a74_recT9ghx3DPzvxRRS,VRBO,New,Unknown,No
REMOVE,"Pritchett [] 825 W Monterey Pl, Chandler",35377,2025-10-06,2025-10-07,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Pritchett [] 825 W Monterey Pl, Chandler",36225,2025-09-28,2025-09-29,Block,0347636c-d04d-4735-9715-80eaa1a48d7f_recT9ghx3DPzvxRRS,VRBO,New,Unknown,No
REMOVE,"Pritchett [] 825 W Monterey Pl, Chandler",35369,2025-09-28,2025-09-29,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Pritchett [] 825 W Monterey Pl, Chandler",36228,2025-10-01,2025-10-02,Block,1d88e301-ecbb-452e-a315-16c05ef6f505_recT9ghx3DPzvxRRS,VRBO,New,Unknown,No
REMOVE,"Pritchett [] 825 W Monterey Pl, Chandler",35372,2025-10-01,2025-10-02,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Pritchett [] 825 W Monterey Pl, Chandler",36240,2025-10-13,2025-10-14,Block,a55f6923-650c-4658-bd61-79607b496650_recT9ghx3DPzvxRRS,VRBO,New,Unknown,No
REMOVE,"Pritchett [] 825 W Monterey Pl, Chandler",35384,2025-10-13,2025-10-14,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Pritchett [] 825 W Monterey Pl, Chandler",36227,2025-09-30,2025-10-01,Block,9d17168a-2760-4157-bcc3-2a1297157c1d_recT9ghx3DPzvxRRS,VRBO,New,Unknown,No
REMOVE,"Pritchett [] 825 W Monterey Pl, Chandler",35371,2025-09-30,2025-10-01,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Pritchett [] 825 W Monterey Pl, Chandler",36238,2025-10-11,2025-10-12,Block,976508e0-1b48-4e24-a70f-59b23193647e_recT9ghx3DPzvxRRS,VRBO,New,Unknown,No
REMOVE,"Pritchett [] 825 W Monterey Pl, Chandler",35382,2025-10-11,2025-10-12,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Pritchett [] 825 W Monterey Pl, Chandler",36235,2025-10-08,2025-10-09,Block,42c430b7-1dae-4521-9351-7a9177fe5852_recT9ghx3DPzvxRRS,VRBO,New,Unknown,No
REMOVE,"Pritchett [] 825 W Monterey Pl, Chandler",35379,2025-10-08,2025-10-09,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Pritchett [] 825 W Monterey Pl, Chandler",36242,2025-10-15,2025-10-17,Block,517870de-148b-49cc-b3d9-6a4c297b581f_recT9ghx3DPzvxRRS,VRBO,New,Unknown,No
REMOVE,"Pritchett [] 825 W Monterey Pl, Chandler",35386,2025-10-15,2025-10-17,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Pritchett [] 825 W Monterey Pl, Chandler",36241,2025-10-14,2025-10-15,Block,54d431af-364f-4f90-aafc-eda5f5bbde23_recT9ghx3DPzvxRRS,VRBO,New,Unknown,No
REMOVE,"Pritchett [] 825 W Monterey Pl, Chandler",35385,2025-10-14,2025-10-15,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Pritchett [] 825 W Monterey Pl, Chandler",36234,2025-10-07,2025-10-08,Block,eb6ac7eb-22d0-461b-964f-203daf6bc6a1_recT9ghx3DPzvxRRS,VRBO,New,Unknown,No
REMOVE,"Pritchett [] 825 W Monterey Pl, Chandler",35378,2025-10-07,2025-10-08,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Pritchett [] 825 W Monterey Pl, Chandler",36239,2025-10-12,2025-10-13,Block,207607c2-bd90-4293-8749-f992021cfe20_recT9ghx3DPzvxRRS,VRBO,New,Unknown,No
REMOVE,"Pritchett [] 825 W Monterey Pl, Chandler",35383,2025-10-12,2025-10-13,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Red Wheel VR [] 8420 E Pepper Tree Ln, Scottsdale",36197,2025-09-19,2025-09-22,Reservation,0b324c26-845c-47ab-ae04-58c68c2851ca@reservations.hospitable.com_recTgJI8O6ryB3eqt,Hospitable,New,Unknown,No
REMOVE,"Red Wheel VR [] 8420 E Pepper Tree Ln, Scottsdale",35340,2025-09-19,2025-09-22,Reservation,NO_UID,Hospitable,Modified,Unknown,No
KEEP,"Red Wheel VR [] 8420 E Pepper Tree Ln, Scottsdale",36196,2025-09-04,2025-09-07,Reservation,d28d5a4f-9e40-43e1-b384-dd43f9858773@reservations.hospitable.com_recTgJI8O6ryB3eqt,Hospitable,New,Unknown,No
REMOVE,"Red Wheel VR [] 8420 E Pepper Tree Ln, Scottsdale",35339,2025-09-04,2025-09-07,Reservation,NO_UID,Hospitable,Modified,Unknown,No
KEEP,"Red Wheel VR [] 8420 E Pepper Tree Ln, Scottsdale",36198,2025-08-28,2025-08-31,Reservation,d2e4765a-f9c6-44ee-86f9-50a57b56f6b3@reservations.hospitable.com_recTgJI8O6ryB3eqt,Hospitable,New,Unknown,No
REMOVE,"Red Wheel VR [] 8420 E Pepper Tree Ln, Scottsdale",35341,2025-08-28,2025-08-31,Reservation,NO_UID,Hospitable,Modified,Unknown,No
KEEP,"Blazuk [] 8320 E Carol Way, Scottsdale",36257,2025-07-16,2025-07-17,Block,7f662ec65913-4cc362b79621ce54d7209c327028e5b2@airbnb.com_recGw5KfUdzjEyTMj,Airbnb,New,Unknown,No
REMOVE,"Blazuk [] 8320 E Carol Way, Scottsdale",35401,2025-07-16,2025-07-17,Block,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Blazuk [] 8320 E Carol Way, Scottsdale",36254,2025-07-17,2025-07-20,Reservation,1418fb94e984-d6c43c1427d516a4480a2f0dcb118a28@airbnb.com_recGw5KfUdzjEyTMj,Airbnb,New,Unknown,No
REMOVE,"Blazuk [] 8320 E Carol Way, Scottsdale",35398,2025-07-17,2025-07-20,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Blazuk [] 8320 E Carol Way, Scottsdale",36255,2025-09-03,2025-09-08,Reservation,1418fb94e984-b5ae64275e5eb95ff88c224fb6d1aa0b@airbnb.com_recGw5KfUdzjEyTMj,Airbnb,New,Unknown,No
REMOVE,"Blazuk [] 8320 E Carol Way, Scottsdale",35399,2025-09-03,2025-09-08,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Blazuk [] 8320 E Carol Way, Scottsdale",36256,2025-10-01,2025-10-09,Reservation,1418fb94e984-881cbc5184d0646e60f5d72522a66480@airbnb.com_recGw5KfUdzjEyTMj,Airbnb,New,Unknown,No
REMOVE,"Blazuk [] 8320 E Carol Way, Scottsdale",35400,2025-10-01,2025-10-09,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Frantzen [Regas] 10629 E Desert Cove Ave, Scottsdale",36102,2025-07-13,2025-07-14,Block,fc88bc05-dde4-4406-9a03-6200cd1d4825_recAletvsr9ClrkvM,VRBO,New,Unknown,No
REMOVE,"Frantzen [Regas] 10629 E Desert Cove Ave, Scottsdale",35247,2025-07-13,2025-07-14,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Frantzen [Regas] 10629 E Desert Cove Ave, Scottsdale",36105,2025-10-02,2025-10-05,Block,0accb7b5-2ace-45ec-9c06-6facba3131b5_recAletvsr9ClrkvM,VRBO,New,Unknown,No
REMOVE,"Frantzen [Regas] 10629 E Desert Cove Ave, Scottsdale",35250,2025-10-02,2025-10-05,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Frantzen [Regas] 10629 E Desert Cove Ave, Scottsdale",36200,2025-09-11,2025-09-14,Reservation,1418fb94e984-0d32b60ef99168f8e497bfa5e39f41b1@airbnb.com_recAletvsr9ClrkvM,Airbnb,New,Unknown,No
REMOVE,"Frantzen [Regas] 10629 E Desert Cove Ave, Scottsdale",35343,2025-09-11,2025-09-14,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Frantzen [Regas] 10629 E Desert Cove Ave, Scottsdale",36107,2025-10-15,2025-10-19,Block,016ac158-5ab4-4af8-b115-3cc72b1173f8_recAletvsr9ClrkvM,VRBO,New,Unknown,No
REMOVE,"Frantzen [Regas] 10629 E Desert Cove Ave, Scottsdale",35252,2025-10-15,2025-10-19,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Frantzen [Regas] 10629 E Desert Cove Ave, Scottsdale",36101,2025-06-28,2025-06-29,Block,28bfd011-49fc-4493-bd8d-a6937e17d76f_recAletvsr9ClrkvM,VRBO,New,Unknown,No
REMOVE,"Frantzen [Regas] 10629 E Desert Cove Ave, Scottsdale",35245,2025-06-28,2025-06-29,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Frantzen [Regas] 10629 E Desert Cove Ave, Scottsdale",36104,2025-09-11,2025-09-14,Block,96ae83c2-edb5-47cd-8a8b-a07fb54b68cf_recAletvsr9ClrkvM,VRBO,New,Unknown,No
REMOVE,"Frantzen [Regas] 10629 E Desert Cove Ave, Scottsdale",35249,2025-09-11,2025-09-14,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Frantzen [Regas] 10629 E Desert Cove Ave, Scottsdale",36106,2025-10-10,2025-10-13,Block,18b14c95-84f4-4612-af23-abb48298191e_recAletvsr9ClrkvM,VRBO,New,Unknown,No
REMOVE,"Frantzen [Regas] 10629 E Desert Cove Ave, Scottsdale",35251,2025-10-10,2025-10-13,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Frantzen [Regas] 10629 E Desert Cove Ave, Scottsdale",36199,2025-09-04,2025-09-07,Reservation,1418fb94e984-2b57087dcffde28b769b2280031e5751@airbnb.com_recAletvsr9ClrkvM,Airbnb,New,Unknown,No
REMOVE,"Frantzen [Regas] 10629 E Desert Cove Ave, Scottsdale",35342,2025-09-04,2025-09-07,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Frantzen [Regas] 10629 E Desert Cove Ave, Scottsdale",36103,2025-09-04,2025-09-07,Block,1b674a62-75d2-44fd-9695-98044566e22f_recAletvsr9ClrkvM,VRBO,New,Unknown,No
REMOVE,"Frantzen [Regas] 10629 E Desert Cove Ave, Scottsdale",35248,2025-09-04,2025-09-07,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Frantzen [Regas] 10629 E Desert Cove Ave, Scottsdale",36201,2025-10-02,2025-10-05,Reservation,1418fb94e984-c7f44f761808df6f189f29af601b491a@airbnb.com_recAletvsr9ClrkvM,Airbnb,New,Unknown,No
REMOVE,"Frantzen [Regas] 10629 E Desert Cove Ave, Scottsdale",35344,2025-10-02,2025-10-05,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Mevawala [] 3302 E Turquoise Ave, Phoenix",36207,2025-07-12,2025-08-09,Reservation,1418fb94e984-fb500f94eede9b49f38d84a411d2ea01@airbnb.com_reczNU2iucQz6Bn7H,Airbnb,New,Unknown,No
REMOVE,"Mevawala [] 3302 E Turquoise Ave, Phoenix",35350,2025-07-12,2025-08-09,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Berkey {Mevawala] 8231 E Coolidge St, Scottsdale",36113,2025-10-01,2025-10-05,Reservation,1418fb94e984-2bafe3ca4c7084387dd4587fa4fcc9c5@airbnb.com_recPuZjowkY7Fn3sH,Airbnb,New,Unknown,No
REMOVE,"Berkey {Mevawala] 8231 E Coolidge St, Scottsdale",35258,2025-10-01,2025-10-05,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Berkey {Mevawala] 8231 E Coolidge St, Scottsdale",36114,2025-10-09,2025-10-13,Reservation,1418fb94e984-01ba11f19d3c856b492006de6012c267@airbnb.com_recPuZjowkY7Fn3sH,Airbnb,New,Unknown,No
REMOVE,"Berkey {Mevawala] 8231 E Coolidge St, Scottsdale",35259,2025-10-09,2025-10-13,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Guillory, Anthony [] 4241 N 87th Pl, Scottsdale",36214,2025-10-02,2025-10-05,Reservation,1418fb94e984-514e96e587eefd2642aa94816aa395ad@airbnb.com_rec1zIIZY8gotbRDQ,Airbnb,New,Unknown,No
REMOVE,"Guillory, Anthony [] 4241 N 87th Pl, Scottsdale",35358,2025-10-02,2025-10-05,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Guillory, Anthony [] 4241 N 87th Pl, Scottsdale",36151,2025-10-02,2025-10-05,Block,3d895738-1345-43b6-946b-910264d59a2e_rec1zIIZY8gotbRDQ,VRBO,New,Unknown,No
REMOVE,"Guillory, Anthony [] 4241 N 87th Pl, Scottsdale",35296,2025-10-02,2025-10-05,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Guillory, Anthony [] 4241 N 87th Pl, Scottsdale",36215,2025-10-09,2025-10-13,Reservation,1418fb94e984-9e90bbe16cdfb8064d6cbcd3db393a35@airbnb.com_rec1zIIZY8gotbRDQ,Airbnb,New,Unknown,No
REMOVE,"Guillory, Anthony [] 4241 N 87th Pl, Scottsdale",35359,2025-10-09,2025-10-13,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Guillory, Anthony [] 4241 N 87th Pl, Scottsdale",36216,2025-07-16,2025-07-17,Block,7f662ec65913-4cc362b79621ce54d7209c327028e5b2@airbnb.com_rec1zIIZY8gotbRDQ,Airbnb,New,Unknown,No
REMOVE,"Guillory, Anthony [] 4241 N 87th Pl, Scottsdale",35360,2025-07-16,2025-07-17,Block,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Guillory, Anthony [] 4241 N 87th Pl, Scottsdale",36152,2025-10-09,2025-10-13,Block,e1261e39-78bc-432b-93df-65b137d47007_rec1zIIZY8gotbRDQ,VRBO,New,Unknown,No
REMOVE,"Guillory, Anthony [] 4241 N 87th Pl, Scottsdale",35297,2025-10-09,2025-10-13,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Myers [] 11367 N 122nd St, Scottsdale",36148,2025-10-05,2025-10-09,Block,58aee0a8-ad69-42e7-87aa-e688e563358e_recls1R8Qerxh1xUs,VRBO,New,Unknown,No
REMOVE,"Myers [] 11367 N 122nd St, Scottsdale",35293,2025-10-05,2025-10-09,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Myers [] 11367 N 122nd St, Scottsdale",36146,2025-09-25,2025-09-28,Reservation,2ffca1ae-9559-49b9-af86-70fe495dfd5a_recls1R8Qerxh1xUs,VRBO,New,Unknown,No
REMOVE,"Myers [] 11367 N 122nd St, Scottsdale",35291,2025-09-25,2025-09-28,Reservation,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Myers [] 11367 N 122nd St, Scottsdale",36147,2025-10-02,2025-10-05,Reservation,42db2122-bd27-4bb1-8edd-afff16712e6a_recls1R8Qerxh1xUs,VRBO,New,Unknown,No
REMOVE,"Myers [] 11367 N 122nd St, Scottsdale",35292,2025-10-02,2025-10-05,Reservation,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Myers [] 11367 N 122nd St, Scottsdale",36145,2025-07-31,2025-08-03,Reservation,9a281b8d-5bb2-4583-9b79-d3e044615763_recls1R8Qerxh1xUs,VRBO,New,Unknown,No
REMOVE,"Myers [] 11367 N 122nd St, Scottsdale",35290,2025-07-31,2025-08-03,Reservation,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Myers [] 11367 N 122nd St, Scottsdale",36143,2025-07-20,2025-07-27,Reservation,ba4c31c6-8293-45c2-a3f4-aa10ac85dbb9_recls1R8Qerxh1xUs,VRBO,New,Unknown,No
REMOVE,"Myers [] 11367 N 122nd St, Scottsdale",35288,2025-07-20,2025-07-27,Reservation,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Myers [] 11367 N 122nd St, Scottsdale",36144,2025-07-30,2025-07-31,Block,512b3f1b-c7e6-4058-ac57-84f141f8ae63_recls1R8Qerxh1xUs,VRBO,New,Unknown,No
REMOVE,"Myers [] 11367 N 122nd St, Scottsdale",35289,2025-07-30,2025-07-31,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"BJB Diamond [Martin] 6913 E Diamond St, Scottsdale",36170,2025-07-04,2025-08-09,Reservation,1418fb94e984-b665c4cdcd4f34ee89476ba9f086603f@airbnb.com_recLJXk94KLjYzdiO,Airbnb,New,Unknown,No
REMOVE,"BJB Diamond [Martin] 6913 E Diamond St, Scottsdale",35314,2025-07-04,2025-08-09,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Harness [] 614 W Sierra Madre, Gilbert",36070,2025-10-14,2025-10-15,Block,7f662ec65913-ae50508464cce529d0bd71a31bcff312@airbnb.com_recZx1b5mP2jz5owv,Airbnb,New,Unknown,No
REMOVE,"Harness [] 614 W Sierra Madre, Gilbert",35215,2025-10-14,2025-10-15,Block,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Harness [] 614 W Sierra Madre, Gilbert",36067,2025-08-15,2025-08-16,Block,7f662ec65913-242170abc15d3bd57c94cbfbde7b2514@airbnb.com_recZx1b5mP2jz5owv,Airbnb,New,Unknown,No
REMOVE,"Harness [] 614 W Sierra Madre, Gilbert",35212,2025-08-15,2025-08-16,Block,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Harness [] 614 W Sierra Madre, Gilbert",36066,2025-10-15,2025-10-19,Reservation,1418fb94e984-cd9a150c362e096cca407d23b6d3e1fc@airbnb.com_recZx1b5mP2jz5owv,Airbnb,New,Unknown,No
REMOVE,"Harness [] 614 W Sierra Madre, Gilbert",36042,2025-10-15,2025-10-19,Reservation,NO_UID,Airbnb,Modified,Unknown,No
REMOVE,"Harness [] 614 W Sierra Madre, Gilbert",35211,2025-10-15,2025-10-19,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Harness [] 614 W Sierra Madre, Gilbert",36069,2025-09-22,2025-09-23,Block,7f662ec65913-fd8f0aa9b0e5d1b82aadbb80a7fa1159@airbnb.com_recZx1b5mP2jz5owv,Airbnb,New,Unknown,No
REMOVE,"Harness [] 614 W Sierra Madre, Gilbert",35214,2025-09-22,2025-09-23,Block,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Harness [] 614 W Sierra Madre, Gilbert",36064,2025-06-16,2025-08-15,Reservation,1418fb94e984-0a9d8639d5cde3c1f28af417f28493bd@airbnb.com_recZx1b5mP2jz5owv,Airbnb,New,Unknown,No
REMOVE,"Harness [] 614 W Sierra Madre, Gilbert",35209,2025-06-16,2025-08-15,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Harness [] 614 W Sierra Madre, Gilbert",36065,2025-09-19,2025-09-22,Reservation,1418fb94e984-64aad0c29c6961cab0b21d03efd2b2df@airbnb.com_recZx1b5mP2jz5owv,Airbnb,New,Unknown,No
REMOVE,"Harness [] 614 W Sierra Madre, Gilbert",35210,2025-09-19,2025-09-22,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Harness [] 614 W Sierra Madre, Gilbert",36068,2025-09-18,2025-09-19,Block,7f662ec65913-7cb43b41126ab9e31dd55d0d77bfcc30@airbnb.com_recZx1b5mP2jz5owv,Airbnb,New,Unknown,No
REMOVE,"Harness [] 614 W Sierra Madre, Gilbert",35213,2025-09-18,2025-09-19,Block,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Luton LTD 3101 N 81st Pl, Scottsdale",36209,2025-10-02,2025-10-05,Reservation,1418fb94e984-d002ce097a6aaad5d9f4e8c3ec48d14e@airbnb.com_recKxvX4Kscg6fHAa,Airbnb,New,Unknown,No
REMOVE,"Luton LTD 3101 N 81st Pl, Scottsdale",35352,2025-10-02,2025-10-05,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Luton LTD 3101 N 81st Pl, Scottsdale",36181,2025-06-29,2025-07-02,Reservation,afeb4f2d-3cd4-4937-9736-b2e8f08c102e_recKxvX4Kscg6fHAa,VRBO,New,Unknown,No
REMOVE,"Luton LTD 3101 N 81st Pl, Scottsdale",36056,2025-06-29,2025-07-02,Reservation,NO_UID,VRBO,Modified,Unknown,No
REMOVE,"Luton LTD 3101 N 81st Pl, Scottsdale",35324,2025-06-29,2025-07-02,Reservation,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Luton LTD 3101 N 81st Pl, Scottsdale",36211,2025-10-16,2025-10-19,Reservation,1418fb94e984-eea772e767f5d944037c840e93213950@airbnb.com_recKxvX4Kscg6fHAa,Airbnb,New,Unknown,No
REMOVE,"Luton LTD 3101 N 81st Pl, Scottsdale",35354,2025-10-16,2025-10-19,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Luton LTD 3101 N 81st Pl, Scottsdale",36210,2025-10-09,2025-10-12,Reservation,1418fb94e984-ef04ec32996d4e967445dd1d12a58cec@airbnb.com_recKxvX4Kscg6fHAa,Airbnb,New,Unknown,No
REMOVE,"Luton LTD 3101 N 81st Pl, Scottsdale",35353,2025-10-09,2025-10-12,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Luton LTD 3101 N 81st Pl, Scottsdale",36182,2025-10-02,2025-10-05,Block,aac6aa6d-dba5-4a43-92f4-2173a8dff22c_recKxvX4Kscg6fHAa,VRBO,New,Unknown,No
REMOVE,"Luton LTD 3101 N 81st Pl, Scottsdale",35325,2025-10-02,2025-10-05,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Luton LTD 3101 N 81st Pl, Scottsdale",36184,2025-10-09,2025-10-12,Block,2252c8e4-6d6b-4b95-b9e7-5af79d63433f_recKxvX4Kscg6fHAa,VRBO,New,Unknown,No
REMOVE,"Luton LTD 3101 N 81st Pl, Scottsdale",35327,2025-10-09,2025-10-12,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Luton LTD 3101 N 81st Pl, Scottsdale",36208,2025-09-04,2025-09-07,Reservation,1418fb94e984-89f1b7d7c212a3fae958da2c8cee74eb@airbnb.com_recKxvX4Kscg6fHAa,Airbnb,New,Unknown,No
REMOVE,"Luton LTD 3101 N 81st Pl, Scottsdale",35351,2025-09-04,2025-09-07,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Luton LTD 3101 N 81st Pl, Scottsdale",36183,2025-10-08,2025-10-09,Block,ae79d59b-1441-4705-bc32-a751e14b69c4_recKxvX4Kscg6fHAa,VRBO,New,Unknown,No
REMOVE,"Luton LTD 3101 N 81st Pl, Scottsdale",35326,2025-10-08,2025-10-09,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Zappia [] 3733 E Sunnyside Dr, Phoenix, AZ 85028",36082,2025-08-22,2025-08-26,Reservation,1418fb94e984-d801dd98fb5fcc1e0d8362bc73181878@airbnb.com_recep2cYjjAlJnTcl,Airbnb,New,Unknown,No
REMOVE,"Zappia [] 3733 E Sunnyside Dr, Phoenix, AZ 85028",35226,2025-08-22,2025-08-26,Reservation,NO_UID,Airbnb,Modified,Unknown,No
KEEP,"Zappia [] 3733 E Sunnyside Dr, Phoenix, AZ 85028",36259,2025-07-14,2025-07-18,Block,d3d08e26-adce-49d1-b8d3-c356baea223a_recep2cYjjAlJnTcl,VRBO,New,Unknown,No
REMOVE,"Zappia [] 3733 E Sunnyside Dr, Phoenix, AZ 85028",35403,2025-07-14,2025-07-18,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Zappia [] 3733 E Sunnyside Dr, Phoenix, AZ 85028",36262,2025-08-22,2025-08-26,Block,a23fa72d-3896-4a59-830e-b1ba1c28012d_recep2cYjjAlJnTcl,VRBO,New,Unknown,No
REMOVE,"Zappia [] 3733 E Sunnyside Dr, Phoenix, AZ 85028",35406,2025-08-22,2025-08-26,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Zappia [] 3733 E Sunnyside Dr, Phoenix, AZ 85028",36258,2025-07-07,2025-07-11,Block,5d2d57b9-da89-45fc-b92e-ae0c52d4a1c2_recep2cYjjAlJnTcl,VRBO,New,Unknown,No
REMOVE,"Zappia [] 3733 E Sunnyside Dr, Phoenix, AZ 85028",35402,2025-07-07,2025-07-11,Block,NO_UID,VRBO,Modified,Unknown,No
KEEP,"Zappia [] 3733 E Sunnyside Dr, Phoenix, AZ 85028",36081,2025-08-12,2025-08-17,Reservation,1418fb94e984-17f385c66c57bbbe269e9d3044f7138d@airbnb.com_recep2cYjjAlJnTcl,Airbnb,New,Unknown,No
